id,picture,country,price,authority,date,org_fined,articleViolated,type,source,summary
275,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,5110,Data Protection Commission of Bulgaria (KZLD),2020-06-01,Utility company,Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,NA,"<p>The utility company unlawfully processed the data subject’s data as part of an enforcement case related to outstanding payment obligations. The data subject, V.V, suffered damages because of this, as the bailiff seized their salary. In the end, the utility company was fined €5,110 because of the unlawful processing of personal data.</p>
"
276,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,2560,Data Protection Commission of Bulgaria (KZLD),NA,L.E. EOOD,"Art, 25 (1) GDPR, Art. 32 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The company unlawfully processed the personal data of data subject I.S. without the data subject’s consent. Moreover, there were no contractual obligations between the company and the data subject relevant to the data processing. During a period of three months, the company unlawfully processed the data subject’s personal information seven times, each time ignoring the required technical and organizational measures that would ensure the data subject’s security. The Commission for Personal Data Protection fined and the company and forced it to inspect its data processing activities regularly. L.E. EOOD was also compelled to perform risk analyses on its customers and employees, while also performing regular training of its employees. Finally, the company was forced to maintain the utmost discretion and keep the personal data of its employees archived, only to be used in scenarios described by the law.</p>
"
277,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,2560,Data Protection Commission of Bulgaria (KZLD),NA,T.K. EOOD,"Art. 25 (1) GDPR, Art. 32 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The company unlawfully processed the personal data of data subject I.S. nine times during a period of five months. Moreover, they didn&#8217;t employ the necessary technical and organizational measures to maintain secrecy and security of personal data. These data breaches affected the data subject negatively.</p>
"
278,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,286,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2020-04-03,Representative of a local government,"Art. 5 GPDR, Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>A local government representative took an unlawful photo of the director of a company tearing off a poster depicting the opposition. Moreover, the director was accompanied by his child. The local representative posted the picture on Facebook and, even though he blurred the child’s face, he alluded the child to be the daughter of the director. When the photo was taken, the company director told the representative that he does not consent to the photo being taken. NAIH concluded that the photo doesn’t directly prove that the director ripped off an election poster, and even that was not a public act. The Data Protection Authority also claimed that only the name of the director was public information and nothing else.</p>
"
279,https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg,Poland,4400,Polish National Personal Data Protection Office (UODO),2020-04-03,Vis Consulting Sp. Z o.o.,"Art. 31 GDPR, Art. 58 GDPR",Failure to implement sufficient measures to ensure information security,NA,"<p>The company disallowed the data protection authority to conduct an inspection, thus violating Article 31 and Article 58(1)(e) and (f) of the GDPR.</p>
"
280,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,5000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2020-05-05,Banca Comercială Română SA,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,NA,"<p>The Data Protection Authority discovered that the company did not employ the necessary technical and organizational measures to properly secure the information. This information is related to the copies of identification documents regarding clients that the company’s employees transmitted via WhatsApp to one another.</p>
"
281,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,2000,Spanish Data Protection Authority (AEPD),2020-12-03,Homeowners Association,"Art. 5 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The homeowners association violated the principle of data minimization by employing illegal video surveillance of the public space. Moreover, the association also violated the principle of information obligation, as it did not provide sufficient information related to the video surveillance.</p>
"
282,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,6000,Spanish Data Protection Authority (AEPD),NA,Amalfi Servicios de Restauracion S.L.,"Art. 5 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The company association violated the principle of data minimization by employing illegal video surveillance of the public space. Moreover, the company also violated the principle of information obligation, as it did not provide sufficient information related to the video surveillance.</p>
"
283,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000,Spanish Data Protection Authority (AEPD),NA,"Centro de Estudio Dirigidos Delta, S.L.",Art. 5 (1) (f) GDPR,Non-compliance with lawful basis for data processing,NA,"<p>The company unlawfully sent a message via WhatsApp to a third party, containing personal information (ID numbers, first and last name) of the data subjects without prior consent. This is a violation of the integrity and confidentiality principles (Art. 5 (1) (f) GDPR).</p>
"
284,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,4000,Spanish Data Protection Authority (AEPD),NA,Private person,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The person unlawfully took pictures of female bathers on a beach. The AEPD was announced by the local police of this incident.</p>
"
285,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,30000,Spanish Data Protection Authority (AEPD),NA,Telefonica,Art. 58 GDPR,Non-cooperation with Data Protection Authority,NA,"<p>The company failed to comply with decision TD / 00127/2019 issued by the director of the AEPD. This decision stated that the company was compelled to respect the data subjects&#8217; requests for the right of access or erasure of personal data.</p>
"
286,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,6000,Spanish Data Protection Authority (AEPD),NA,"Oliveros Ustrell, S.L.","Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The company sent an unsigned and thus invalid porting contract to Vodafone. Since the porting contract was unsigned, the data controller could not provide sufficient evidence of the order. The personal data of the data subject was thus unlawfully processed.</p>
"
287,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000,Spanish Data Protection Authority (AEPD),NA,Xfera Moviles S.A.,Art. 58 GDPR,Non-cooperation with Data Protection Authority,NA,"<p>The company did not comply with the AEPD’s request for access to a data subject’s personal data in a timely manner.</p>
"
288,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,18700,Data Protection Authority of Sweden,NA,National Government Service Centre (NGSC),"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations,NA,"<p>The company took five months to notify the data subjects of a data breach and another three months to notify the DPA of the mentioned data breach. The data breach concerned an obvious security weakness of the company&#8217;s IT systems.</p>
"
289,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,11200,Data Protection Authority of Sweden,2020-12-05,Örebro County Health and Medical Board,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>A patient’s personal data was unlawfully publicized.</p>
"
290,https://www.privacyaffairs.com/wp-content/uploads/2019/10/netherlands.svg,Netherlands,725000,Dutch Supervisory Authority for Data Protection (AP),NA,Unknown organization,"Art. 5 GDPR, Art. 9 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The unnamed organization had requested its employees to undergo fingerprint scans in order to record their attendance at work. However, as the data protection authority states, the organization wasn’t allowed to rely on exceptions related to the processing of this special category of personal data. Moreover, the data protection authority couldn’t verify whether the employees had given their consent to the data processing.</p>
"
291,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,49999,Belgian Data Protection Authority (APD),NA,Social Media Provider,Art. 6 GDPR,Non-compliance with lawful basis for data processing,NA,"<p>The company issues invitations to contacts that its users uploaded without the express consent of the contacts. Moreover, there was no legal basis for this.</p>
"
